loan_id,applicant_age,gender,marital_status,employee_status,residence_type,loan_purpose,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_interest,loan_percent_income,active_loans,loan_status
1640,59,Men,Single,student,MORTGAGE,Vehicle,9400000,24800000,14,513,24200000,18200000,37200000,7500000,1.71,5,2,Rejected
1641,59,Men,Single,student,MORTGAGE,Vehicle,9400000,24800000,14,513,24200000,18200000,37200000,7500000,1.71,5,2,Rejected
1642,22,Women,Single,student,RENT,Home Renovation,4600000,12600000,16,574,3400000,6200000,15100000,3600000,9.91,13,3,Approved
1643,37,Men,Single,employed,OWN,Education,5200000,15700000,6,692,3800000,7000000,12800000,5500000,3.2,20,2,Approved
1644,50,Men,Single,employed,RENT,Personal,8000000,29800000,18,867,17700000,14100000,22800000,9200000,6.64,9,5,Approved
1645,47,Men,Married,student,MORTGAGE,Personal,9900000,38500000,2,875,19600000,2900000,20200000,6500000,5.49,0,5,Approved
1646,36,Women,Single,self employed,MORTGAGE,Home Renovation,8500000,18600000,10,597,16600000,3200000,21000000,11600000,9.14,7,4,Approved
1647,68,Women,Married,student,OWN,Personal,4900000,12000000,20,513,14200000,8100000,18300000,4800000,2.22,4,1,Rejected
1648,68,Women,Married,student,OWN,Personal,4900000,12000000,20,513,14200000,8100000,18300000,4800000,2.22,4,1,Rejected
1649,59,Women,Married,student,MORTGAGE,Vehicle,7000000,24200000,2,354,18200000,7000000,15900000,7900000,7.04,1,1,Approved
1650,39,Women,Married,student,OWN,Business,9600000,25900000,18,647,11800000,9900000,35600000,11500000,8.79,1,5,Approved
1651,59,Men,Married,employed,MORTGAGE,Medical,9700000,23700000,6,875,11500000,14400000,38100000,10400000,8.67,19,1,Approved
1652,37,Men,Married,student,OWN,Vehicle,6200000,14300000,20,819,7500000,11700000,16700000,4300000,7.06,6,3,Approved
1653,45,Men,Married,student,OWN,Business,4100000,9600000,10,521,11900000,7100000,14100000,4900000,4.76,18,3,Rejected
1654,30,Women,Married,self employed,MORTGAGE,Education,6100000,19900000,20,761,4500000,3700000,12700000,7100000,8.07,18,4,Approved
1655,58,Men,Married,student,OWN,Home Renovation,700000,1900000,18,572,1400000,1000000,2000000,300000,8.88,19,3,Approved
1656,39,Men,Single,self employed,RENT,Home Renovation,6400000,24100000,12,571,19000000,11500000,13200000,7500000,5.04,6,5,Approved
1657,21,Women,Married,self employed,OWN,Personal,3800000,7800000,20,891,4600000,7000000,14300000,3300000,2.52,11,3,Approved
1658,64,Women,Married,student,RENT,Personal,4900000,14800000,12,895,8600000,8200000,18300000,5200000,5.17,7,3,Approved
1659,56,Men,Single,employed,RENT,Home Renovation,2100000,6600000,20,580,3800000,4100000,6200000,2100000,2.93,18,4,Approved
1660,68,Men,Single,student,RENT,Vehicle,6200000,23400000,8,605,10000000,10800000,21800000,9200000,7.91,11,1,Approved
1661,21,Women,Single,employed,MORTGAGE,Vehicle,1600000,5100000,8,705,2400000,800000,5100000,1900000,8.14,13,1,Approved
1662,71,Women,Single,student,RENT,Medical,1300000,5000000,20,423,900000,800000,3900000,1600000,7.62,3,4,Rejected
1663,71,Women,Single,student,RENT,Medical,1300000,5000000,20,423,900000,800000,3900000,1600000,7.62,3,4,Rejected
1664,71,Women,Single,student,RENT,Medical,1300000,5000000,20,423,900000,800000,3900000,1600000,7.62,3,4,Rejected
1665,71,Women,Single,student,RENT,Medical,1300000,5000000,20,423,900000,800000,3900000,1600000,7.62,3,4,Rejected
1666,71,Women,Single,student,RENT,Medical,1300000,5000000,20,423,900000,800000,3900000,1600000,7.62,3,4,Rejected
1667,23,Men,Married,employed,RENT,Medical,7300000,22500000,2,846,9800000,4700000,20300000,5700000,1.07,9,2,Approved
1668,47,Men,Single,student,MORTGAGE,Education,2100000,5000000,4,542,700000,600000,6600000,3100000,4.74,9,2,Rejected
1669,47,Men,Single,student,MORTGAGE,Education,2100000,5000000,4,542,700000,600000,6600000,3100000,4.74,9,2,Rejected
1670,42,Men,Single,student,MORTGAGE,Medical,600000,2400000,18,631,600000,300000,2100000,900000,5.31,14,3,Approved
1671,66,Men,Married,student,OWN,Business,7000000,24500000,18,318,4300000,1700000,16300000,3600000,2.76,12,3,Rejected
1672,66,Men,Married,student,OWN,Business,7000000,24500000,18,318,4300000,1700000,16300000,3600000,2.76,12,3,Rejected
1673,66,Men,Married,student,OWN,Business,7000000,24500000,18,318,4300000,1700000,16300000,3600000,2.76,12,3,Rejected
1674,66,Men,Married,student,OWN,Business,7000000,24500000,18,318,4300000,1700000,16300000,3600000,2.76,12,3,Rejected
1675,49,Men,Single,employed,MORTGAGE,Personal,3000000,6800000,10,541,5800000,5700000,10700000,2900000,4.62,9,1,Rejected
1676,49,Men,Single,employed,MORTGAGE,Personal,3000000,6800000,10,541,5800000,5700000,10700000,2900000,4.62,9,1,Rejected
1677,49,Men,Single,employed,MORTGAGE,Personal,3000000,6800000,10,541,5800000,5700000,10700000,2900000,4.62,9,1,Rejected
1678,49,Men,Single,employed,MORTGAGE,Personal,3000000,6800000,10,541,5800000,5700000,10700000,2900000,4.62,9,1,Rejected
1679,62,Men,Married,student,RENT,Vehicle,900000,2900000,20,782,0,1500000,3500000,800000,0.72,4,2,Approved
1680,74,Women,Married,self employed,MORTGAGE,Medical,9600000,35000000,2,888,12600000,6500000,37900000,5800000,0.53,20,4,Approved
1681,43,Women,Married,student,MORTGAGE,Education,1500000,3600000,14,747,200000,1400000,3000000,1200000,1.65,13,3,Approved
1682,57,Women,Married,self employed,MORTGAGE,Home Renovation,5000000,18900000,6,641,4300000,8500000,19600000,6700000,2.92,11,4,Approved
1683,70,Women,Single,self employed,RENT,Education,500000,1700000,4,640,400000,700000,1300000,200000,6.22,18,2,Approved
1684,40,Men,Single,employed,RENT,Medical,7600000,28100000,12,324,12500000,8500000,19900000,11100000,3.98,9,5,Rejected
1685,40,Men,Single,employed,RENT,Medical,7600000,28100000,12,324,12500000,8500000,19900000,11100000,3.98,9,5,Rejected
1686,40,Men,Single,employed,RENT,Medical,7600000,28100000,12,324,12500000,8500000,19900000,11100000,3.98,9,5,Rejected
1687,41,Men,Married,self employed,MORTGAGE,Vehicle,5500000,21200000,20,359,4200000,5300000,18600000,6400000,5.06,15,2,Rejected
1688,41,Men,Married,self employed,MORTGAGE,Vehicle,5500000,21200000,20,359,4200000,5300000,18600000,6400000,5.06,15,2,Rejected
1689,41,Men,Married,self employed,MORTGAGE,Vehicle,5500000,21200000,20,359,4200000,5300000,18600000,6400000,5.06,15,2,Rejected
1690,31,Women,Married,self employed,OWN,Education,6600000,23300000,12,338,2400000,800000,18900000,9300000,0.95,17,1,Rejected
1691,68,Women,Single,self employed,MORTGAGE,Medical,1400000,3200000,14,384,3100000,800000,3400000,2000000,6.22,20,1,Rejected
1692,68,Women,Single,self employed,MORTGAGE,Medical,1400000,3200000,14,384,3100000,800000,3400000,2000000,6.22,20,1,Rejected
1693,32,Men,Single,student,MORTGAGE,Education,8800000,26600000,16,545,19100000,16600000,30400000,7600000,2.64,16,1,Rejected
1694,32,Men,Single,student,MORTGAGE,Education,8800000,26600000,16,545,19100000,16600000,30400000,7600000,2.64,16,1,Rejected
1695,32,Men,Single,student,MORTGAGE,Education,8800000,26600000,16,545,19100000,16600000,30400000,7600000,2.64,16,1,Rejected
1696,32,Men,Single,student,MORTGAGE,Education,8800000,26600000,16,545,19100000,16600000,30400000,7600000,2.64,16,1,Rejected
1697,23,Women,Married,self employed,RENT,Medical,6200000,24200000,18,610,10200000,7800000,19600000,8300000,1.23,4,2,Approved
1698,40,Women,Single,self employed,OWN,Personal,8300000,27900000,18,840,12600000,3500000,19100000,9200000,5.56,12,3,Approved
1699,50,Men,Married,employed,RENT,Education,2400000,8100000,6,630,5100000,2900000,9100000,2300000,5.25,7,3,Approved
1700,45,Women,Single,employed,RENT,Vehicle,9100000,31200000,4,508,12800000,11700000,31100000,7800000,0.04,12,5,Approved
1701,36,Women,Single,employed,OWN,Vehicle,9500000,34900000,4,535,800000,14100000,25600000,14000000,0.88,17,2,Approved
1702,69,Men,Single,employed,MORTGAGE,Personal,1200000,3400000,20,717,3100000,1500000,2500000,900000,8.82,7,3,Approved
1703,48,Women,Single,employed,MORTGAGE,Vehicle,7700000,19300000,8,735,1200000,1900000,23800000,10400000,5.81,4,5,Approved
1704,66,Women,Married,self employed,OWN,Medical,9400000,20000000,4,350,3300000,1400000,37200000,4700000,3.55,3,3,Rejected
1705,66,Women,Married,self employed,OWN,Medical,9400000,20000000,4,350,3300000,1400000,37200000,4700000,3.55,3,3,Rejected
1706,66,Women,Married,self employed,OWN,Medical,9400000,20000000,4,350,3300000,1400000,37200000,4700000,3.55,3,3,Rejected
1707,42,Women,Single,employed,MORTGAGE,Education,1700000,5700000,12,422,3400000,1100000,6500000,900000,2.67,17,3,Rejected
1708,42,Women,Single,employed,MORTGAGE,Education,1700000,5700000,12,422,3400000,1100000,6500000,900000,2.67,17,3,Rejected
1709,42,Women,Single,employed,MORTGAGE,Education,1700000,5700000,12,422,3400000,1100000,6500000,900000,2.67,17,3,Rejected
1710,56,Men,Married,self employed,MORTGAGE,Medical,4000000,13700000,6,496,-100000,1400000,15800000,3700000,2.27,15,5,Rejected
1711,56,Men,Married,self employed,MORTGAGE,Medical,4000000,13700000,6,496,-100000,1400000,15800000,3700000,2.27,15,5,Rejected
1712,56,Men,Married,self employed,MORTGAGE,Medical,4000000,13700000,6,496,-100000,1400000,15800000,3700000,2.27,15,5,Rejected
1713,64,Men,Single,employed,RENT,Personal,4200000,15500000,18,794,7300000,700000,13400000,2200000,6.86,4,2,Approved
1714,72,Men,Married,employed,MORTGAGE,Education,2400000,7700000,6,719,6000000,1700000,6700000,1600000,3.71,7,1,Approved
1715,76,Women,Married,student,OWN,Education,2700000,6100000,14,630,3900000,2800000,10600000,2300000,6.59,12,1,Approved
1716,45,Women,Single,employed,RENT,Medical,600000,1800000,4,843,1400000,300000,1700000,400000,6.82,17,4,Approved
1717,60,Women,Married,student,MORTGAGE,Medical,4600000,15600000,2,764,7700000,1500000,16000000,5800000,8.72,6,1,Approved
1718,67,Women,Married,employed,OWN,Personal,7200000,17700000,4,662,13100000,11500000,16300000,5300000,2.12,7,3,Approved
1719,49,Women,Single,employed,MORTGAGE,Business,4300000,10100000,2,606,9900000,1800000,8900000,5500000,9.16,5,4,Approved
1720,71,Men,Single,student,RENT,Home Renovation,4700000,10200000,16,874,10800000,7700000,11100000,7000000,4.96,6,5,Approved
1721,46,Men,Single,employed,MORTGAGE,Medical,8700000,30000000,4,370,17600000,15600000,34600000,12100000,9.22,17,5,Approved
1722,44,Men,Married,self employed,MORTGAGE,Home Renovation,7000000,20500000,10,414,19700000,7500000,20700000,5100000,1.7,13,4,Rejected
1723,44,Men,Married,self employed,MORTGAGE,Home Renovation,7000000,20500000,10,414,19700000,7500000,20700000,5100000,1.7,13,4,Rejected
1724,44,Men,Married,self employed,MORTGAGE,Home Renovation,7000000,20500000,10,414,19700000,7500000,20700000,5100000,1.7,13,4,Rejected
1725,44,Men,Married,self employed,MORTGAGE,Home Renovation,7000000,20500000,10,414,19700000,7500000,20700000,5100000,1.7,13,4,Rejected
1726,39,Women,Single,student,RENT,Home Renovation,600000,1100000,10,800,1200000,200000,2300000,900000,1.03,7,3,Approved
1727,25,Women,Single,self employed,MORTGAGE,Education,6800000,16900000,12,779,13800000,10200000,23400000,4400000,5.65,12,2,Approved
1728,39,Men,Single,student,RENT,Vehicle,6400000,14100000,20,553,11700000,4500000,20000000,3600000,5.01,14,4,Approved
1729,50,Men,Single,student,MORTGAGE,Medical,7600000,29900000,18,445,4800000,13900000,18400000,5700000,1.42,11,2,Rejected
1730,75,Women,Married,student,MORTGAGE,Business,9000000,21400000,8,496,16400000,7300000,31800000,12500000,8.26,4,3,Rejected
1731,53,Men,Single,employed,OWN,Education,2400000,5900000,10,650,5100000,3700000,5300000,2300000,5.51,9,1,Approved
1732,71,Women,Single,self employed,MORTGAGE,Education,6800000,17900000,6,783,20000000,9800000,23600000,5500000,5.38,15,1,Approved
1733,28,Men,Married,student,OWN,Home Renovation,3500000,13500000,10,535,3100000,5700000,12500000,3100000,7.38,3,2,Rejected
1734,28,Men,Married,student,OWN,Home Renovation,3500000,13500000,10,535,3100000,5700000,12500000,3100000,7.38,3,2,Rejected
1735,28,Men,Married,student,OWN,Home Renovation,3500000,13500000,10,535,3100000,5700000,12500000,3100000,7.38,3,2,Rejected
1736,62,Women,Married,student,MORTGAGE,Personal,6000000,15300000,8,709,8900000,1700000,16400000,3500000,2.32,6,2,Approved
1737,77,Women,Single,employed,RENT,Personal,700000,2500000,14,819,1600000,1000000,2100000,900000,9.46,9,1,Approved
1738,28,Men,Single,student,MORTGAGE,Home Renovation,6800000,17300000,18,841,10500000,8600000,16000000,8700000,5.96,1,5,Approved
1739,53,Men,Married,student,MORTGAGE,Education,5300000,10700000,12,700,15800000,1900000,20500000,2900000,6.78,14,1,Approved
1740,65,Men,Married,student,MORTGAGE,Home Renovation,1400000,4200000,4,881,2800000,1200000,5100000,1300000,9.65,8,1,Approved
1741,22,Men,Married,student,MORTGAGE,Vehicle,1400000,4600000,4,804,1900000,2200000,5200000,700000,1.51,11,1,Approved
1742,49,Women,Single,self employed,RENT,Business,9200000,21700000,6,653,22700000,4600000,29400000,8600000,1.21,6,5,Approved
1743,26,Women,Married,self employed,OWN,Education,7900000,29200000,2,663,19600000,12100000,28600000,10100000,3.04,2,3,Approved
1744,77,Women,Married,student,MORTGAGE,Vehicle,4500000,17500000,10,495,10300000,3500000,9700000,6200000,8.98,3,4,Rejected
1745,28,Men,Single,employed,RENT,Education,3800000,9800000,8,335,100000,5100000,14200000,1800000,1.9,9,4,Rejected
1746,28,Men,Single,employed,RENT,Education,3800000,9800000,8,335,100000,5100000,14200000,1800000,1.9,9,4,Rejected
1747,28,Men,Single,employed,RENT,Education,3800000,9800000,8,335,100000,5100000,14200000,1800000,1.9,9,4,Rejected
1748,56,Men,Single,student,OWN,Business,1500000,4900000,6,618,3400000,1000000,3200000,900000,0.54,18,2,Approved
1749,26,Women,Single,employed,MORTGAGE,Personal,1200000,2400000,12,480,3000000,100000,3100000,1700000,3.63,2,5,Rejected
1750,26,Women,Single,employed,MORTGAGE,Personal,1200000,2400000,12,480,3000000,100000,3100000,1700000,3.63,2,5,Rejected
1751,26,Women,Single,employed,MORTGAGE,Personal,1200000,2400000,12,480,3000000,100000,3100000,1700000,3.63,2,5,Rejected
1752,26,Women,Single,employed,MORTGAGE,Personal,1200000,2400000,12,480,3000000,100000,3100000,1700000,3.63,2,5,Rejected
1753,26,Women,Single,employed,MORTGAGE,Personal,1200000,2400000,12,480,3000000,100000,3100000,1700000,3.63,2,5,Rejected
1754,26,Women,Single,employed,MORTGAGE,Personal,1200000,2400000,12,480,3000000,100000,3100000,1700000,3.63,2,5,Rejected
1755,61,Men,Single,employed,OWN,Education,1700000,4900000,18,843,4800000,2200000,6200000,1800000,7.81,8,5,Approved
1756,56,Men,Married,self employed,MORTGAGE,Vehicle,5200000,14100000,16,483,11800000,800000,19200000,2700000,3.4,18,2,Rejected
1757,69,Women,Married,employed,RENT,Vehicle,6600000,16000000,16,379,6500000,12600000,24700000,4500000,2.63,13,4,Rejected
1758,69,Women,Married,employed,RENT,Vehicle,6600000,16000000,16,379,6500000,12600000,24700000,4500000,2.63,13,4,Rejected
1759,69,Women,Married,employed,RENT,Vehicle,6600000,16000000,16,379,6500000,12600000,24700000,4500000,2.63,13,4,Rejected
1760,69,Women,Married,employed,RENT,Vehicle,6600000,16000000,16,379,6500000,12600000,24700000,4500000,2.63,13,4,Rejected
1761,27,Men,Married,self employed,MORTGAGE,Vehicle,9400000,26600000,20,771,10200000,12600000,36900000,11700000,1.43,10,5,Approved
1762,42,Men,Single,self employed,MORTGAGE,Medical,300000,500000,2,353,600000,100000,1200000,400000,8.59,0,5,Rejected
1763,42,Men,Single,self employed,MORTGAGE,Medical,300000,500000,2,353,600000,100000,1200000,400000,8.59,0,5,Rejected
1764,24,Women,Single,student,MORTGAGE,Education,4600000,11500000,16,668,6500000,3100000,10200000,5500000,5.23,7,4,Approved
1765,49,Women,Married,employed,RENT,Business,6100000,21300000,2,387,7100000,3100000,16300000,4100000,5.32,15,3,Approved
1766,59,Women,Single,self employed,MORTGAGE,Vehicle,1500000,4100000,12,789,3600000,1600000,5800000,1300000,3.05,3,4,Approved
1767,30,Men,Married,self employed,OWN,Education,400000,900000,2,855,-100000,500000,1300000,400000,7.93,5,1,Approved
1768,49,Women,Married,self employed,MORTGAGE,Medical,8700000,33600000,14,751,7100000,13700000,22800000,7000000,0.23,1,1,Approved
1769,31,Men,Married,employed,RENT,Education,7000000,21600000,12,739,1600000,7600000,24500000,8400000,4.95,0,3,Approved
1770,26,Women,Single,self employed,RENT,Home Renovation,4700000,13100000,14,492,1000000,4500000,14100000,6400000,4.09,11,1,Rejected
1771,26,Women,Single,self employed,RENT,Home Renovation,4700000,13100000,14,492,1000000,4500000,14100000,6400000,4.09,11,1,Rejected
1772,64,Men,Married,employed,RENT,Personal,7600000,23800000,16,896,3700000,4500000,15400000,6400000,8.32,12,2,Approved
1773,54,Women,Single,employed,OWN,Business,9200000,24500000,4,545,25700000,0,20600000,13300000,0.16,11,3,Rejected
1774,54,Women,Single,employed,OWN,Business,9200000,24500000,4,545,25700000,0,20600000,13300000,0.16,11,3,Rejected
1775,54,Women,Single,employed,OWN,Business,9200000,24500000,4,545,25700000,0,20600000,13300000,0.16,11,3,Rejected
1776,71,Men,Single,employed,OWN,Personal,9400000,36800000,20,891,13900000,16600000,19300000,8900000,4.49,19,1,Approved
1777,71,Men,Married,self employed,MORTGAGE,Personal,4800000,15100000,6,848,1300000,300000,18800000,3500000,5.36,11,3,Approved
1778,74,Women,Married,employed,RENT,Personal,600000,2400000,12,884,600000,800000,1400000,600000,5.22,9,1,Approved
1779,29,Women,Married,self employed,MORTGAGE,Business,4900000,14300000,14,439,10300000,5600000,17400000,5100000,0.52,0,5,Rejected
1780,29,Women,Married,self employed,MORTGAGE,Business,4900000,14300000,14,439,10300000,5600000,17400000,5100000,0.52,0,5,Rejected
1781,29,Women,Married,self employed,MORTGAGE,Business,4900000,14300000,14,439,10300000,5600000,17400000,5100000,0.52,0,5,Rejected
1782,29,Women,Married,self employed,MORTGAGE,Business,4900000,14300000,14,439,10300000,5600000,17400000,5100000,0.52,0,5,Rejected
1783,34,Men,Single,student,OWN,Education,3300000,8500000,12,586,7500000,5100000,7800000,3900000,7.03,5,5,Approved
1784,22,Men,Married,self employed,RENT,Medical,9100000,18800000,20,308,14500000,10200000,20500000,4800000,3.45,15,5,Rejected
1785,22,Men,Married,self employed,RENT,Medical,9100000,18800000,20,308,14500000,10200000,20500000,4800000,3.45,15,5,Rejected
1786,69,Women,Single,employed,OWN,Home Renovation,8400000,19600000,2,741,21500000,200000,18700000,8300000,5.98,18,1,Approved
1787,25,Women,Married,student,OWN,Medical,7900000,31400000,8,698,16500000,11400000,28700000,5100000,3.95,6,3,Approved
1788,78,Men,Single,employed,OWN,Home Renovation,6100000,22300000,10,733,12100000,9700000,17200000,5600000,1.25,17,2,Approved
1789,25,Women,Single,self employed,MORTGAGE,Personal,2000000,4200000,16,571,1700000,3900000,5800000,1300000,0.04,0,2,Approved
1790,65,Men,Married,student,RENT,Medical,9900000,29900000,20,490,10500000,9100000,27100000,7400000,0.41,0,2,Rejected
1791,75,Men,Married,student,OWN,Business,9500000,25400000,16,451,19000000,2900000,33800000,11400000,0.09,8,4,Rejected
1792,75,Men,Married,student,OWN,Business,9500000,25400000,16,451,19000000,2900000,33800000,11400000,0.09,8,4,Rejected
1793,75,Men,Married,student,OWN,Business,9500000,25400000,16,451,19000000,2900000,33800000,11400000,0.09,8,4,Rejected
